validation_accuracy,validation_f1_weighted,validation_f1_macro
0.9994476206258458,0.9344262295081968,0.9344262295081968
0.999530477531969,0.9586776859504132,0.9586776859504132
0.9992266688761842,0.9206349206349206,0.9206349206349206
0.999530477531969,0.9586776859504132,0.9586776859504132
0.9994476206258458,0.9333333333333333,0.9333333333333333
0.9995028585632613,0.9421487603305785,0.9421487603305785
0.9994476206258458,0.9344262295081968,0.9344262295081968
0.9994752395945535,0.9508196721311476,0.9508196721311476
0.9994476206258458,0.9344262295081968,0.9344262295081968
0.9994752395945535,0.943089430894309,0.943089430894309
0.9994752395945535,0.9256198347107438,0.9256198347107438
0.999530477531969,0.9586776859504132,0.9586776859504132
0.9994200016571381,0.9090909090909092,0.9090909090909092
0.999530477531969,0.9586776859504132,0.9586776859504132
